date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
12/13/2024,"3RM BACK SQUAT","- RX -For load:3-3-3-3-3-3-3Back squat- INTERMEDIATE -Same as Rxd- BEGINNER -For load:5-5-5-5-5-5-5Back squat- 24:00 JUST MOVE - Every 4 minutes5 Back squats with light load",215,"215","Load","Back Squat","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":215}]","",RX,PR
12/14/2024,"BURPEE MACHINE","- RX -On a 30:00 clock with a partner:Machine of choice for calories- Trade off as desired.- Starting at :00 and again every 2:00 partners each perform 10 burpees together.- INTERMEDIATE -On a 30:00 clock with a partner:Machine of choice for calories- Trade off as desired.- Starting at :00 and again every 2:00 partners each perform 7 burpees together.- BEGINNER -On a 30:00 clock with a partner:Machine of choice for calories- Trade off as desired.- Starting at :00 and again every 2:00 partners perform 3 burpees together.",1,"1","Calories","","[{""calories"":1}]","",RX,
12/16/2024,"Skill Work","5 sets for load:1 strict weighted pull-up",50,"50","Load","","[{""success"":true,""load"":50}]","",RX,
12/16/2024,"JUMP & MUSCLE UP","- RX -AMRAP 7:10 box jumps (20/24 in)3 bar muscle-ups- INTERMEDIATE -AMRAP 7:10 box jumps (20/24 in)1 bar muscle-ups- BEGINNER -AMRAP 7:10 box jumps (12/20 in)3 burpee pull up- Step up to the box as needed.- JUST MOVE - Same as above",8.012,"8+12","Rounds + Reps","","[{""rnds"":8,""reps"":12}]","",RX,
12/17/2024,"SQUAT CLEAN & JERK COMPLEX","- RX -Complex for load:3 squat cleans1 jerk- INTERMEDIATE -Same as Rxd- BEGINNER -3 power cleans2 front squats2 shoulder-to-overheads- 18:00 JUST MOVE - Every 4 minutesComplex 3 power cleans1 shoulder-to-overhead",165,"165","Load","","[{""success"":true,""load"":165}]","",RX,
12/18/2024,"Skill Work","3 sets:10-20 GHD sit-ups",0,"🪓","Other / Text","","[{""other"":""🪓""}]","",RX,
12/18/2024,"RUNNING, LUNGING FARMERS","- RX - 3 rounds for time:400-m run (1:30)20 DB farmers carry walking lunges (35/50 lb)- Use two dumbbells.- INTERMEDIATE -3 rounds for time:400-m run20 DB farmers carry walking lunges (20/35 lb)- Use two dumbbells.- BEGINNER -3 rounds for time:300-m run16 unweighted walking lunges- 8:00 JUST MOVE - 400m run20 DB farmers carry walking lunges",508,"8:28","","","[{""secs"":28,""mins"":8}]","",RX,
12/21/2024,"KOSIM FUNDRAISER","AMRAP 25:002 wall walks3 burpees40 walking lunges",7.005,"7+5","Rounds + Reps","","[{""rnds"":7,""reps"":5}]","",RX,
12/21/2024,"KOSIM FUNDRAISER FINISHER","Max distance run or bike",2000,"2000","Meters","","[{""meters"":2000}]","Run",RX,
12/23/2024,"3 ROUNDS TWICE","- RX -3 rounds for time:10 deadlifts (105/155 lb)10 burpees over the barbellStraight into...3 rounds for time:10 front squats (105/155 lb)10 burpees over the barbell- INTERMEDIATE -3 rounds for time:10 deadlifts (75/115 lb)10 burpees over the barbellStraight into...3 rounds for time:10 front squats (75/115 lb)10 burpees over the barbell- BEGINNER -2 rounds for time:10 deadlifts (35/45 lb)10 up-downs over the barbellStraight into...2 rounds for time:10 front squats (35/45 lb)10 up-downs over the barbell- 8:00 JUST MOVE -10 deadlifts10 front squats10 burpees over the barbell",669,"11:09","","","[{""secs"":9,""mins"":11}]","115#",SCALED,
12/24/2024,"12 DAYS OF CHRISTMAS","12 rounds for time, starting with 1 and adding an exercise each round:1 wall walk2 candlestick rocks3 burpees4 push-ups5 walking lunges6 air squats7 sit-ups8 step ups9 KB deadlift10 broad jumps11 leg lifts12 handstand push-ups",1523,"25:23","","","[{""secs"":23,""mins"":25}]","",RX,
12/26/2024,"RUN & SNATCH","- RX -Every 3:00 for 15:00:Run 400m (2:00)Snatch (125/185 lb)- Score is total snatches- INTERMEDIATE -Every 3:00 for 15:00:Run 400m (2:00)Snatch (95/135 lb)- Score is total snatches- BEGINNER -Every 3:00 for 15:00:Run 200m (2:00)Snatch (35/45 lb)- Score is total snatches- JUST MOVE - Same as above",32,"32","Reps","","[{""reps"":32}]","115#",SCALED,
12/27/2024,"ARMS ALL DAY","- RX -5 rounds for time:15 chest-to-bar pull-upsHandstand walk (25 ft)- INTERMEDIATE -5 rounds for time:10 pull-ups20 timed handstand walk attempts- BEGINNER -5 rounds for time:10 jumping pull-ups5 traversing inchworms- 10:00 JUST MOVE - 10 chest-to-bar pull-upsHandstand walk (25 ft)",960,"16:00","","","[{""secs"":0,""mins"":16}]","",SCALED,
12/30/2024,"NATE","- RX -AMRAP 20:2 ring muscle-ups4 handstand push-ups8 KB swings (53/70 lb)- INTERMEDIATE - AMRAP 20:2 kipping pull-ups2 ring dips4 pike handstand push-ups from a box8 KB swings (35/53 lb)- BEGINNER -AMRAP 8:150-m row2 ring rows4 hand-elevated push-ups8 KB swings (18/26 lb)Rest 4:00AMRAP 8:150-m row2 ring rows4 hand-elevated push-ups8 KB swings (18/26 lb)- JUST MOVE - Same as above",10.007,"10+7","Rounds + Reps","","[{""rnds"":10,""reps"":7}]","",RX,PR
01/02/2025,"PLAY ON BASELINE","- RX -3 rounds for time:50 double-unders40 sit-ups30 push-ups20 single-leg squats- INTERMEDIATE -3 rounds for time:40 double-unders30 sit-ups20 push-ups10 single-leg squats- BEGINNER -3 rounds for time:30 single-unders20 foot-anchored sit-ups15 hand-elevated push-ups10 reverse lunges- 12:00 JUST MOVE -30 double unders20 sit ups15 push ups10 single-leg squats/reverse lunges",869,"14:29","","","[{""secs"":29,""mins"":14}]","Reverse lunges",SCALED,
01/03/2025,"OPEN 22.1","- RX -AMRAP 15:3 wall walks12 DB snatches (35/50 lb)15 box jump-overs (20/24 in)- Step down from the box.- INTERMEDIATE -AMRAP 15:3 scaled wall walks12 DB snatches (20/35 lb)15 box jump-overs (20/24 in)- Step down from the box. Stepping up is also permitted.- BEGINNER -AMRAP 15:6 plank shoulder taps9 DB snatches (10/15 lb)12 box step-overs (12 in)- Step down from the box.- JUST MOVE -Same as above",188,"188","Reps","","[{""reps"":188}]","",RX,PR
01/06/2025,"HEAVY CLEAN & JERK","- RX -For load:Clean and jerk- Build to a 1-rep-max- INTERMEDIATE -Same as Rxd- BEGINNER -5 sets:3 clean and jerks",185,"185","Load","Clean & Jerk","[{""success"":true,""load"":185}]","",RX,
01/06/2025,"HEAVY SNATCH","- RX -For load:Snatch- Build to a 1-rep-max- INTERMEDIATE -Same as Rxd- BEGINNER -5 sets:3 snatches",140,"140","Load","Snatch","[{""success"":true,""load"":140}]","",RX,
01/07/2025,"2000M ROW","Row 2000m- 10:00 JUST MOVE - Max row for distance",465.6,"7:45.6","","","[{""secs"":45.599998474121094,""mins"":7}]","",RX,
01/08/2025,"MEGAN","21-15-9 reps for time of:• Burpees• KB Swings (53/35)• Double-Unders- 10:00 JUST MOVE - 10 burpees10 KB swings20 double-unders",285,"4:45","","","[{""secs"":45,""mins"":4}]","",RX,PR
01/10/2025,"DT","Five rounds of:•155/105 pound Deadlift, 12 reps•155/105 pound Hang power clean, 9 reps•155/105 pound Push jerk, 6 reps- 7:00 JUST MOVE - 12 Deadlifts9 Hang power cleans6 Push Jerks",834,"13:54","","","[{""secs"":54,""mins"":13}]","135#",SCALED,
01/11/2025,"CINDY","AMRAP 20 minutes of:• 5 pull-ups• 10 push-ups• 15 squats",16.015,"16+15","Rounds + Reps","","[{""rnds"":16,""reps"":15}]","",RX,PR
01/13/2025,"BURPEE ROW","- RX -AMRAP 15500m row20 burpees- JUST MOVE - Same as above",4.007,"4+7","Rounds + Reps","","[{""rnds"":4,""reps"":7}]","4 rounds + 371m50m per rep",RX,
01/14/2025,"KB & PULL UPS","- RX -AMRAP 12:00Increase by 1 rep every round1-2-3-4-5-6-7-8-9-10 reps...KB swings (53/70 lb)Pull up- INTERMEDIATE -1-2-3-4-5-6-7-8-9-10 reps for time of:KB swings (35/53 lb)Pull up- BEGINNER -1-2-3-4-5-6-7-8 reps for time of:KB swings (18/26 lb)Jumping pull-ups- 12:00 JUST MOVE - 10 KB Swings10 Pull ups",137,"137","Reps","","[{""reps"":137}]","",RX,
01/15/2025,"ALL THE THINGS","- RX -Every 6:00 for 5 rounds:20-cal bike40 double-unders10 thrusters (75/115 lb)10 sit-ups- Rest the remainder of each round.Score is slowest round- INTERMEDIATE -Every 6:00 for 5 rounds:20-cal bike20 double-unders10 thrusters (65/95 lb)10 sit-ups- Rest the remainder of each round.- BEGINNER -Every 6:00 for 5 rounds:12-cal bike20 single-unders10 thrusters (35/45 lb)10 sit-ups- Rest the remainder of each round.- JUST MOVE - Every 6:00 for 5 rounds:10-cal bike20 double-unders10 thrusters 10 sit-ups- Rest the remainder of each round.",258,"4:18","","","[{""secs"":18,""mins"":4}]","16 calories95#",SCALED,
01/16/2025,"3RM BENCH PRESS","Bench Press for load:3-3-3-3-3",155,"155","Load","Bench Press","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":155}]","",RX,
01/21/2025,"Shoulder Press 1x3","Shoulder Press for load: #1:  3 reps",125,"125","Load","Shoulder Press","[{""success"":true,""load"":125}]","",RX,PR
01/21/2025,"Push Jerk 1x1","Push Jerk for load: #1:  1 rep ",170,"170","Load","Push Jerk","[{""success"":true,""load"":170}]","",RX,
01/27/2025,"CLIMBING & STUFF","- RX -5 rounds for time:2 rope climbs (15 ft)20 burpees40 air squats- INTERMEDIATE -5 rounds for time:1 rope climb (15 ft)15 burpees30 air squats- BEGINNER -5 rounds for time:2 pull-to-stands10 burpees15 air squats- 15:00 JUST MOVE - 1 rope climb10 burpees10 air squats",1195,"19:55","","","[{""secs"":55,""mins"":19}]","Legless rope climbs",RX,
01/31/2025,"DO ALL THE THRUSTERS","- RX -1 set for reps:Max-rep thrusters- Use 60% of the EMOM 1-rep-max.- INTERMEDIATE - Same as Rxd- BEGINNER - AMRAP 1:Max-rep thrusters (35/45 lb)",15,"15","Reps","","[{""reps"":15}]","80#",RX,
01/31/2025,"HEAVY THRUSTER EMOM","- RX -EMOM 10:1 thruster- Rest 3:00- INTERMEDIATE - Same as Rxd- BEGINNER - EMOM 10:3 thrusters- Rest 3:00",135,"135","Load","Thruster","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":135}]","",RX,
02/03/2025,"Hang Power Snatch 1x1","Record your 1 rep hang power snatch from the workout",125,"125","Load","Hang Power Snatch","[{""success"":true,""load"":125}]","",RX,
02/03/2025,"Power Snatch 1x1","Record your 1 rep power snatch from the workout",135,"135","Load","Power Snatch","[{""success"":true,""load"":135}]","",RX,
02/03/2025,"QUALITY & QUANTITY","- RX -5:00 EMOM 1 snatch high pull5:00 EMOM 1 hang power snatch5:00 EMOM 1 power snatch- Score is the combined heaviest load for each section.- INTERMEDIATE -Same as Rxd- BEGINNER -Same as Rxd with 2 reps on each min.",400,"400","Load","","[{""success"":true,""load"":400}]","",RX,
02/04/2025,"ROCKNROLL","- RX -For time:500-m row30 toes-to-bars30 overhead squats (80/115 lb)500-m row- INTERMEDIATE -For time:500-m row20 toes-to-bars30 overhead squats (65/95 lb)500-m row- BEGINNER -For time:300-m row20 hanging knee raises20 overhead squats (15/35 lb)300-m row",664,"11:04","","","[{""secs"":4,""mins"":11}]","95#",SCALED,
02/04/2025,"Skill Work","3 sets:6 overhead squats- Build in load.",125,"125","Load","Overhead Squat","[{""success"":true,""load"":95},{""success"":true,""load"":125},{""success"":true,""load"":125}]","",RX,
02/05/2025,"Skill Work","Accumulate:2:00 GHD Superman hold- Rest as needed.",0,"🫠","Other / Text","","[{""other"":""🫠""}]","",RX,
02/05/2025,"""FIRE!!!""","- RX -For time:400-m run (1:30)30 lateral burpees over the bar20 clean and jerks (80/115 lb)- INTERMEDIATE -For time:400-m run30 lateral burpees over the bar20 clean and jerks (65/95 lb)- BEGINNER -For time:300-m run15 lateral burpee bar step-overs20 hang clean and jerks (35/45 lb)",412,"6:52","","","[{""secs"":52,""mins"":6}]","",RX,
02/07/2025,"""PEEK-A-BOO"" PART 1","- RX -AMRAP 10:4 squat cleans (125/185 lb)12 pull-upsStraight into...Part 2- INTERMEDIATE -AMRAP 10:4 squat cleans (105/155 lb)9 pull-upsStraight into...Part 2- BEGINNER -AMRAP 10:3 DB hang power clean + front squats (15/25 lb)7 jumping pull-upsStraight into...Part 2",39,"39","Reps","","[{""reps"":39}]","165#",SCALED,
02/07/2025,"""PEEK-A-BOO"" PART 2","- RX -10:00 to establish:1 heavy squat clean- INTERMEDIATE -10:00 to establish:1 heavy squat clean- BEGINNER -10:00 to practice:3 hang power cleans3 front squats",195,"195","Load","Squat Clean","[{""success"":true,""load"":195}]","",RX,
02/08/2025,"CHRISTINE","- RX -3 rounds for time:400/500-m row12 bodyweight deadlifts21 box jumps (20 in)- INTERMEDIATE - 3 rounds for time:400/500-m row12 deadlifts (75/115 lb)21 box jumps (20 in)- BEGINNER -3 rounds for time:200/250-m row12 deadlifts (55/75 lb)21 box step-ups (12 in)",795,"13:15","","","[{""secs"":15,""mins"":13}]","",RX,PR
02/10/2025,"OPEN 23.1","- RX - AMRAP 14:60-cal row50 toes-to-bars40 wall-ball shots (14/20 lb) (9/10 ft)30 cleans (95/135 lb)20 ring muscle-ups- INTERMEDIATE -AMRAP 14:60-calorie row50 hanging knee raises40 wall-ball shots (10/14 lb) (9/10 ft)30 cleans (65/95 lb)20 burpee jumping pull up- BEGINNER -AMRAP 14:60 strokes on the rower50 sit-ups40 wall-ball shots (6/10 lb) (9/10 ft)30 cleans (35/45 lb)20 burpee jumping pull up",167,"167","Reps","","[{""reps"":167}]","",RX,PR
02/11/2025,"Skill Work","EMOM 10:Min. 1 | 6 heavy KB swingsMin. 2 | :20-:30 handstand hold",0,"🟣","Other / Text","","[{""other"":""🟣""}]","",RX,
02/11/2025,"KB & DUBS","-RX-For time:21-15-9:KB swings (53/70 lb)100-100-100:Double-unders- INTERMEDIATE - For time:21-15-9:KB swings (35/53 lb)50-50-50:Double-unders- BEGINNER - For time:21-15-9:KB swings (18/26 lb)50-50-50:Single-unders",596,"9:56","","","[{""secs"":56,""mins"":9}]","",RX,
02/12/2025,"6 RM ALT FRONT RACK REVERSE LUNGES","- RX -For load: 6 alternating front-rack reverse lunges- INTERMEDIATE -Same as Rxd- BEGINNER - Same as Rxd",135,"135","Load","","[{""success"":true,""load"":135}]","",RX,
02/17/2025,"FOUR AMRAPS","- RX -4 x AMRAP 4:3 hang power cleans (95/135 lb)6 shoulder-to-overheads9 lateral burpees over the bar12 pull-ups- Rest 2:00 between rounds.- INTERMEDIATE - 4 x AMRAP 4:3 hang power cleans (65/95 lb)6 shoulder-to-overheads9 lateral burpees over the bar6 pull-ups- Rest 2:00 between rounds.- BEGINNER -4 x AMRAP 4:3 hang power cleans (35/45 lb)6 shoulder-to-overheads9 lateral burpee bar step-overs6 jumping pull-ups- Rest 2:00 between rounds.",169,"169","Reps","","[{""reps"":169}]","",RX,
02/18/2025,"RUN, PUSH, LUNGE","- RX -For time:800-m run (3:30)50 hand-release push-ups50 single-arm DB overhead walking lunges (35/50 lb)800-m run- INTERMEDIATE -For time:800-m run30 hand-release push-ups50 single-arm DB overhead walking lunges (20/35 lb)800-m run- BEGINNER - For time:400-m run30 hand-release push-ups from the knees30 single-arm DB front rack walking lunges (10/15 lb)400-m run",854,"14:14","","","[{""secs"":14,""mins"":14}]","",RX,
02/19/2025,"T2B & DUBS","- RX -For time:100 double-unders20 toes-to-bars80 double-unders20 toes-to-bars60 double-unders20 toes-to-bars40 double-unders20 toes-to-bars20 double-unders20 toes-to-bars- INTERMEDIATE -For time:80 double-unders15 toes-to-bars60 double-unders15 toes-to-bars40 double-unders15 toes-to-bars20 double-unders15 toes-to-bars10 double-unders15 toes-to-bars- BEGINNER -For time:80 single-unders10 sit-ups60 single-unders10 sit-ups40 single-unders10 sit-ups20 single-unders10 sit-ups10 single-unders10 sit-ups",960,"16:00","","","[{""mins"":16}]","ish",RX,
02/22/2025,"Open 17.1","For time / reps:•10 dumbbell snatches•15 burpee box jump-overs•20 dumbbell snatches•15 burpee box jump-overs•30 dumbbell snatches•15 burpee box jump-overs•40 dumbbell snatches•15 burpee box jump-overs•50 dumbbell snatches•15 burpee box jump-oversMen use 50-lb. dumbbell and 24-in. boxWomen use 35-lb. dumbbell and 20-in. boxTime cap: 15 minutes. Note total reps if the time cap is reached.Scaled (ages 16-54)/RXD Masters 55+•Men use 35-lb. dumbbell and 20-in. box, step-ups OK•Women use 20-lb. dumbbell and 20-in. box, step-ups OKTeenagers RxD (ages 14-15)•Boys use 35-lb. dumbbell and 24-in. box•Girls use 20-lb. dumbbell and 20-in. boxScaled Masters 55+/Scaled Teens (ages 14-15)•Men/Boys use 20-lb. dumbbell and 24-in. box, step-ups OK•Women/Girls use 10-lb. dumbbell and 20-in. box, step-ups OK",900,"15:00","","","[{""mins"":15}]","163 reps",RX,PR
02/24/2025,"C2B & FRONT SQUATS","EMOM 16:Min. 1 | 10 chest-to-bar pull-upsMin. 2 | 5 front squats (165/245 lb)",0,"135","Other / Text","","[{""other"":""135""}]","",SCALED,
02/25/2025,"SNATCH BURPEES","For time:2 rounds of:10 snatches (125/175 lb)12 bar-facing burpeesStraight into... 2 rounds of:10 snatches, (75/115 lb)12 bar-facing burpees",756,"12:36","","","[{""secs"":36,""mins"":12}]","115#/95#",SCALED,
02/26/2025,"HEAVY POWER CLEANS","5-5-3-3-3-1-1-1-1:Power clean",210,"210","Load","Power Clean","[{""success"":true,""load"":210}]","",RX,PR
03/01/2025,"Open 25.1","As many rounds and reps as possible in 15 minutes of:- 3 lateral burpees over the dumbbell- 3 dumbbell hang clean-to-overheads- 30-foot walking lunge (2 x 15 feet)*After completing each round, add 3 reps to the burpees and hang clean-to-overheads.♀ 35-lb (15-kg) dumbbell♂ 50-lb (22.5-kg) dumbbellFor more details visit: https://games.crossfit.com/workouts/open/2025?division=2",160,"160","Reps","","[{""reps"":160}]","",RX,PR
03/03/2025,"BIKE & CLEAN","- RX -3 rounds for time:24/30-cal bike15 hang power cleans (105/155 lb)- INTERMEDIATE -3 rounds for time:24/30-cal bike15 hang power cleans (75/115 lb)- BEGINNER -3 rounds for time:16/20-cal bike12 hang power cleans (35/45 lb)",460,"7:40","","","[{""secs"":40,""mins"":7}]","135#",SCALED,
03/08/2025,"Open 25.2","For time:• 21 pull-ups• 42 double-unders• 21 thrusters (weight 1)• 18 chest-to-bar pull-ups• 36 double-unders• 18 thrusters (weight 2)• 15 bar muscle-ups• 30 double-unders• 15 thrusters (weight 3)♀ 65 lb, then 75 lb, then 85 lb♂ 95 lb, then 115 lb, then 135 lbTime cap: 12 minutesFor more information visit: https://games.crossfit.com/workouts/open/2025/2",154,"154","Reps","","[{""reps"":154}]","",RX,PR
03/10/2025,"Skill Work","On a 10:00 clock:Handstand walk practice",0,"🐦","Other / Text","","[{""other"":""🐦""}]","",RX,
03/10/2025,"ALL THE SHOULDERS THEN LEGS","- RX - For time:Handstand walk (150 ft)40 shoulder presses (55/75 lb)800-m run (5:00)- Complete handstand walks in 25-ft segments.- INTERMEDIATE -For time:50 shoulder taps against the wall40 shoulder presses (45/55 lb)800-m run- BEGINNER -For time:10 inchworms30 double-DB shoulder presses (10/15 lb)400-m run- MASTERS 55+ -  For time:  12 wall walks  40 shoulder presses (35/55 lb)  800-meter run",648,"10:48","","","[{""secs"":48,""mins"":10}]","",SCALED,
03/11/2025,"LOTS OF MOVEMENTS","- RX - For time:2:00 plank hold400/500-m row30 V-ups30 pull-ups30 knees-to-elbows400/500-m row2:00 plank hold- INTERMEDIATE -For time:1:30 plank hold400/500-m row20 V-ups20 pull-ups20 knees-to-chest400/500-m row1:30 plank hold- BEGINNER -For time:1:00 plank hold from the knees200/250-m row20 sit-ups20 toe-assist pull ups20 hanging knee raises200/250-m row1:00 plank hold from the knees- MASTERS 55+ - For time:  2:00 plank hold  400/500-meter row  30 V-ups  30 pull-ups  30 knees-to-elbows  400/500-meter row  2:00 plank hold",1205,"20:05","","","[{""secs"":5,""mins"":20}]","",RX,
